index,sentence
7140,french yearn for badger glory days
7141,fresh clashes erupt between north afghan factions
7142,gibernau wins rain drenched dutch grand prix motogp
7143,global summit of women kicks off in morocco
7144,govt lauds crime solving technology
7145,govt rejects call to pay flood compensation
7146,hawks down dockers
7147,hawks down dockers eagles edge roos
7148,henin too good for molik
7149,hodgman pledges loyalty to hidding
7150,how a lunch date led to the birth of the tour
7151,im here to win it says sharapova after dumping
7152,iranian mps protest detention of activists
7153,islamic jihad accepted truce to prevent civil war
7154,israeli palestinian security officials to hold
7155,journalists held in laos could face death penalty
7156,kestrels convince against darters phoenix top
7157,knifeman robs melbourne servo
7158,late koen penalty rescues springboks against pumas
7159,let battle commence the first tour in 1903
7160,liberia says in talks on intervention force after
7161,liberia welcomes un support
7162,lucio says roma deal off
7163,man cuts off arm after mining accident
7164,man to face court after wentworthville house fire
7165,maynard jackson funeral held clinton pays tribute
7166,mccartney considers cuba concert report
7167,molotov cocktail damages alice springs shop
7168,mother who claims she lives in car offered rent
7169,mp surprised by national party support for telstra
7170,nalbandian aims to wreck henman dream
7171,nasa hopes weather holds for mars launch
7172,ngos protection gang disbanded officials
7173,no fair play in fifas oceania u turn
7174,nsw opp calls for school damage list
7175,nsw rescue workers warn big waves cause big
7176,nt sets sights on 10pc renewable energy target
7177,obyrne fears telstra will forget regions
7178,omalley poised to strike in france
7179,opp calls for glenelg flood compensation
7180,panthers pip bulldogs knights warriors win
7181,parents citizens call for more act education
7182,police attacked with knife at party
7183,police divers ses search for missing fisherman
7184,police investigate soccer ground death
7185,police investigate two south yarra stabbings
7186,police out in force for first night of curfew
7187,qld transport to investigate waterford derailment
7188,queensland bowl out bangladesh
7189,raikkonen swoops to first f1 pole
7190,rice invites abu mazen to visit washington
7191,rice talks with palestinians israelis about latest
7192,rogge criticises lewis for working with arbeit
7193,rural group worries el ninos end will cause aid to
7194,sa govt urged to subsidise immobilisers
7195,sa to wind back open speed limit
7196,schwab says soccer australia partly to blame
7197,scud last aussie standing at wimbledon
7198,sehwag century lights up leicestershire
7199,soccer bosses slam devastating world cup u turn
7200,soorley denies brisbane flood cover up
7201,spain extradites alleged war criminal from mexico
7202,stanford seizes lpga lead
7203,state doctors threaten strikes over indemnity
7204,suncoast jazz festival gets solid turnout
7205,suspected muslim separatists kill 12 soldiers in
7206,sydney councils complain about lost fines
7207,sydney diocese may withdraw over gay appointment
7208,tanner calls for medicare dental
7209,tariff cuts could slash jobs vic govt
7210,top seed serena blasts past granville
7211,tour de france stage by stage
7212,tour de france team by team
7213,trescothick and solanki overpower proteas
7214,troops police prepare for solomon islands
7215,truce to follow israeli palestinian pullback deal
7216,turkey beat colombia to third place at cup
7217,two goal etoo dedicates spanish cup win to foe
7218,two missing us soldiers found dead in iraq us
7219,ullrich can beat armstrong spanish legend indurain
7220,un calls for quick multinational force for liberia
7221,unheralded swedish rookie seizes one stroke us pga
7222,us troops detain 900 former saddam loyalists
7223,vic govt defends hospital management
7224,vic teenagers eligible for meningococcal vaccine
7225,wa farmers worried by mcginty health stint
7226,wandering fishing boat spoils probe lift off
7227,wimbledon day seven programme
7228,windies take control against sri lanka
7229,wreck is not the centaur navy
7230,acccs work far from over fels
7231,accc tackles supermarket grog trade
7232,act consumers can now choose electricity provider
7233,act obstetricians weigh work future
7234,actu wants more family friendly workplaces
7235,afl says funding changes fair
7236,afl scales back salary cap concessions
7237,al aqsa claims shooting rejects mideast truce
7238,all ords finishes year lower
7239,alston offers telstra sale assurances
7240,alston opens new abc radio station
7241,ama backs arthritis drug subsidy
7242,ama says medical indemnity insurance crisis fare
7243,army major among nine killed in indian kashmir
7244,ask eu for solomons funding rudd urges
7245,aust troops leaving png
7246,beanie festival a phenomenon
7247,big gas deal in the pipeline
7248,blix steps down from un post
7249,body found in redfern bin
7250,bracks tempted to pull plug on world cup plans
7251,bradman baggy green fetches record price
7252,brain scan clears flatley for tri nations series
7253,bushfire probe to hold public hearings
7254,bus service up and running
7255,call for truce in bbc war of words
7256,call to boost regional job stats
7257,campbell set to be cleared by parliamentary panel
7258,cane toads threaten quolls on gulf island
7259,carr defends prison handling of political assassin
7260,charlies angels topple the hulk
7261,china maintains encephalitis outbreak small scale
7262,china signs first bilateral trade agreement with
7263,choi wins seoul playoff
7264,claim palestinian ceasefire offer a trap for
7265,colombian army claims cocaine bust worth 450m
7266,connex confident of train network takeover success
7267,conservation probe may spark compo call
7268,coroner to get report on football death
7269,coroner to get report on toddler tragedy
7270,councils still negotiating over rfs agreements
7271,council steps up nightclub campaign
7272,cover us downer tells solomons
7273,cowboys lose mcwilliams for six weeks
7274,dad celebrates win for new doohan
7275,debate continues on proposed weekend netting ban
7276,disease threatens nt wine industry
7277,doctor shortage fears as new indemnity laws take
7278,dog tracking goes high tech
7279,downing st bbc row continues
7280,dpp asked to consider charges over babys death
7281,driver feared backlash waterfall inquiry hears
7282,dysart death not suspicious police
7283,eadie mcgee to spearhead worlds charge
7284,elliott banned fined
7285,elliott slams unfair sentence
7286,encephalitis kills 25 in china
7287,european gp was ferrari low point todt
7288,farmers welcome much needed rain
7289,fbi trained profiler joins sydney hunt
